f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33
D18,B,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,B,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,B,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,B,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,C,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,C,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,D,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,D,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,E,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,E,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,E,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,F,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,F,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,F,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,F,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,A,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,A,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,B,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,B,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,D,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,D,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,D,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,A,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,B,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,E,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
D18,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,F,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
D18,F,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
G21,A,86,20,0.3,1,1.5,3,4.4,5.1,5.1,5.9,7.6,7.3,6.2,6.6,6.8,6.6,5.5,5.1,4.4,2,1,0.3,,,,,,,,,
G21,B,33,9,0.4,2.1,3.7,7.5,6.6,6.2,4,2.4,0.3,,,,,,,,,,,,,,,,,,,,
G21,B,1,3,0.3,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
G21,B,2,4,0.3,1,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
G21,B,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
G21,B,41,11,0.3,1.8,3.3,8.2,7.3,6.1,4.1,4.2,3.6,1.6,0.2,,,,,,,,,,,,,,,,,,
G21,B,43,12,0.5,1.8,3.3,7.5,6,6.2,5.2,4,3.1,2.8,1.9,0.4,,,,,,,,,,,,,,,,,
G21,B,21.5,8,0.4,2.2,4.2,5.7,3.5,3,1.8,0.7,,,,,,,,,,,,,,,,,,,,,
G21,B,35,10,0.4,1.5,3.3,7.3,5.8,5,4.3,3.8,2.6,0.7,,,,,,,,,,,,,,,,,,,
G21,C,71,15,0.3,1.1,2.5,7.4,9,9.5,7.4,5.2,4.5,5.5,5,4.5,4.7,3.2,1,,,,,,,,,,,,,,
G21,C,17,8,0.3,1,1.8,3.7,5.2,3.2,1.6,0.2,,,,,,,,,,,,,,,,,,,,,
G21,C,101.5,20,0.5,1.6,3.1,8.1,10,9,8.8,7.4,5.8,5.2,5.5,6,5.4,5.8,5.7,4.2,3.8,3.5,1.6,0.5,,,,,,,,,
G21,C,110,21,0.5,1.2,3,7.3,8.1,9.9,8.5,9,7.1,6.9,6,6,5.7,6.3,5.9,6.2,5.5,3.5,1.8,1.1,0.3,,,,,,,,
G21,D,41,13,0.3,1,1.5,3.2,4.2,4.2,4.5,4,5.6,4.5,4.2,3,0.4,,,,,,,,,,,,,,,,
G21,D,34,11,0.4,0.8,1.2,3.1,4.5,4.6,5.3,4.6,5.1,3.3,1.1,,,,,,,,,,,,,,,,,,
G21,D,1.5,4,0.2,0.5,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
G21,D,1,4,0.2,0.5,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
G21,D,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
G21,D,77,20,0.3,1,1.1,2.5,4,5.1,5.4,5.3,5.4,5.3,6.8,6.9,7,6,5.1,3.5,2.9,2.3,1.2,0.3,,,,,,,,,
G21,D,69,18,0.5,0.8,1,2.2,3.3,4.2,4.2,4.6,6.3,8.5,6.6,6.6,5.5,4.6,4.2,4.3,1.3,0.3,,,,,,,,,,,
G21,E,4.5,6,0.3,1.1,1.2,1,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,
G21,E,2,4,0.4,0.7,0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
G21,E,3,5,0.3,0.7,0.6,0.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,
G21,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
G21,E,6,7,0.2,0.8,0.7,1.2,1.5,1,0.2,,,,,,,,,,,,,,,,,,,,,,
G21,E,13,9,0.3,0.8,1,1.6,2.2,2.6,2.4,1.5,0.5,,,,,,,,,,,,,,,,,,,,
G21,E,2,4,0.3,0.7,0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
G21,E,6,7,0.4,0.8,1,1.2,1.5,1,0.3,,,,,,,,,,,,,,,,,,,,,,
G21,F,13,7,0.3,1,1.4,3.2,3.4,2.9,1.1,,,,,,,,,,,,,,,,,,,,,,
G21,F,9,6,0.2,0.9,1.5,2.9,2.4,1.2,,,,,,,,,,,,,,,,,,,,,,,
G21,F,40,13,0.6,1.2,2.3,5.5,5.1,5.5,5.1,3.8,3.6,2.9,2.8,1.5,0.2,,,,,,,,,,,,,,,,
G21,G,28,10,0.6,1.6,4.1,8.3,5.5,4.3,1.2,1.2,1,0.2,,,,,,,,,,,,,,,,,,,
G21,G,3,5,0.2,0.8,1.1,0.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,
G21,G,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
G21,G,3,5,0.2,0.5,0.8,1,0.3,,,,,,,,,,,,,,,,,,,,,,,,
J27,A,5,5,0.2,1.1,1.9,1.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,
J27,A,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,A,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,A,1,3,0.3,0.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,A,2,4,0.3,1.2,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
J27,A,119,22,1.2,2.6,5,6.2,6.3,7.6,7.1,6.2,5.8,5.3,8.5,8.6,7.4,9.8,7.9,5.8,4.3,4.1,4,3.1,1.6,0.4,,,,,,,
J27,B,153,25,1.2,2.6,6.8,8.4,11,9.3,7,7.1,6.4,6.7,8,7.8,9,10.2,10.2,9.6,6.5,6,5.3,4.2,3.7,2.6,1.8,1,0.2,,,,
J27,C,34,8,0.6,2.5,6.6,10.4,7.5,4.5,1.6,0.2,,,,,,,,,,,,,,,,,,,,,
J27,C,37,9,0.4,1.5,5.7,8.5,8.6,6.2,3.6,2,0.2,,,,,,,,,,,,,,,,,,,,
J27,C,109,21,0.5,1.9,8,12,11.2,10.9,9,6.8,5,5,4.3,5.8,5.3,5,5.9,4,2.5,3,1.5,0.8,0.3,,,,,,,,
J27,D,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,D,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,D,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,D,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,D,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,D,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,D,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,D,12,7,0.3,1.2,1.5,2.6,3.9,2.3,0.5,,,,,,,,,,,,,,,,,,,,,,
J27,D,28,8,0.3,1.4,2.1,6,8.5,5.5,3.5,1,,,,,,,,,,,,,,,,,,,,,
J27,D,114.5,24,1,1.5,3.1,6.3,8.2,11,10.5,8.5,7.6,5,5.7,5.2,5.5,6.6,6.5,6.1,5.6,4.5,2.8,1.4,0.8,0.6,0.3,0.2,,,,,
J27,E,13,8,0.3,1.5,1.6,2.5,2.8,2.5,1.3,0.4,,,,,,,,,,,,,,,,,,,,,
J27,E,10,7,0.3,1.3,1.5,2.1,2,1.8,0.8,,,,,,,,,,,,,,,,,,,,,,
J27,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,E,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
J27,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,E,73,20,0.6,1.3,1.7,2,2.9,3.4,5,4.6,6,6.3,4.6,5.8,6,6.6,5.2,5.2,3.5,1.7,0.8,0.2,,,,,,,,,
J27,F,2,4,0.3,0.6,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
J27,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,F,11,7,1,0.9,0.7,1.9,3.1,2.3,0.8,,,,,,,,,,,,,,,,,,,,,,
J27,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,F,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
J27,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,F,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,F,1,3,0.2,0.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,F,112,19,0.7,1.7,2.6,4.6,7.4,9.6,9,8.7,9.9,7.1,6.6,8.5,9.2,8.4,7,5,3.3,2.1,0.3,,,,,,,,,,
J27,G,2,3,0.4,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,G,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,G,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,G,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,G,2,4,0.2,0.6,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
J27,G,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,G,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
J27,G,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
J27,G,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,G,2,4,0.2,0.5,0.6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,
J27,G,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,G,1,4,0.3,0.4,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
J27,G,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,G,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,G,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,G,1,3,0.3,0.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,G,17,11,0.3,1,1,1.4,1.7,1.6,1.9,2.1,3.1,2.4,0.9,,,,,,,,,,,,,,,,,,
J27,G,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,G,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,G,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,G,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,G,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,G,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,G,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,G,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,G,4,6,0.5,0.8,0.8,1,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,
J27,G,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,G,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,G,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,G,1,3,0.3,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,G,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,G,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,G,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
J27,G,5,9,0.2,0.7,0.9,0.9,0.9,0.4,0.2,0.3,0.2,,,,,,,,,,,,,,,,,,,,
J27,G,40,16,0.3,1.2,1.2,1.2,1.3,1.4,1.5,2.7,4,4.6,5.9,5.8,4.8,3.2,1,0.2,,,,,,,,,,,,,
O28,A,47,11,2,7.2,11.2,8.1,6.5,5.1,3.2,1.4,1.2,0.8,0.2,,,,,,,,,,,,,,,,,,
O28,B,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
O28,B,47,12,1.5,4.2,8.1,7.6,5.3,4.7,4,4.3,3.6,2.2,1.5,0.3,,,,,,,,,,,,,,,,,
O28,B,98,21,1.2,4.5,11,11,7.8,7.1,6.1,5.2,5.8,5,4.8,4.2,4.9,6,4.5,3.5,2.8,1.3,0.8,0.3,0.3,,,,,,,,
O28,C,73.5,17,2.6,7.6,11.6,9.4,6.6,6,4.8,4.6,3.4,4,3.3,2.8,2.7,1.6,1,1,0.5,,,,,,,,,,,,
O28,D,103,22,1.2,4,10.5,11,8.5,7.2,6.6,5.5,6,5.3,5.8,5.1,4.6,4.7,3.1,2.6,3.5,2.6,2.3,1.9,0.7,0.2,,,,,,,
O28,E,99,18,2.8,8.3,12,9.3,8.2,8,6.5,7.3,6.5,5.2,5.4,5.2,5.2,3.6,2.8,1.9,1,0.2,,,,,,,,,,,
O28,F,34,7,2.3,5.8,10.5,8.5,4.5,2,0.2,,,,,,,,,,,,,,,,,,,,,,
O28,G,28,6,1.5,5.4,10.2,7.2,3.1,0.3,,,,,,,,,,,,,,,,,,,,,,,
O28,G,2,2,0.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
O28,G,5.5,3,1.1,3.2,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,
O28,G,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
O28,G,8,4,0.7,3.1,3.8,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
O28,G,6,3,2.5,2.8,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
O28,G,6,3,2.5,3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
O28,G,176,29,5,13.5,14.7,9.5,9,9.5,8,7.8,7.8,6.3,7.2,6.8,7.3,7.5,6.5,6.2,6.2,6,6.2,5.5,3.8,2.6,2.6,2.7,3.1,2.2,1.2,0.9,0.3
G5,A,22,7,1.3,3.5,5.1,5.5,4.3,1.7,0.2,,,,,,,,,,,,,,,,,,,,,,
G5,B,26,7,0.5,2.7,5,6.2,6.3,4.4,0.8,,,,,,,,,,,,,,,,,,,,,,
G5,B,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
G5,B,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
G5,B,69,11,1.6,5.5,10,10.1,8.6,7.9,7.4,7.2,5.8,4.1,0.5,,,,,,,,,,,,,,,,,,
G5,B,40,8,1.5,5.1,8.7,10,7,5.1,2.6,0.3,,,,,,,,,,,,,,,,,,,,,
G5,B,81,15,1.2,4.2,8.3,8.7,6.4,10,8.2,8.2,6.5,6.5,6.6,1.2,2.3,2.5,0.3,,,,,,,,,,,,,,
G5,C,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
G5,C,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
G5,C,90,16,1.6,3.5,5.5,7.6,8.5,10.2,9,7.6,7.3,7.3,6.5,6,4.3,3.3,1.4,0.2,,,,,,,,,,,,,
G5,D,81,14,0.6,2.2,5,9.2,10.2,8,7.2,6.8,7,8.1,7.3,5.3,4,0.5,,,,,,,,,,,,,,,
G5,D,33,9,0.3,2.2,5.5,10.2,7.2,4.2,2.3,1.3,0.2,,,,,,,,,,,,,,,,,,,,
G5,E,2,3,0.3,1,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
G5,E,1,3,0.2,0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
G5,E,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
G5,E,2,4,0.6,0.8,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
G5,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
G5,E,3,4,0.6,1,0.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
G5,E,2,4,0.5,0.8,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
G5,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
G5,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
G5,E,42,13,0.7,1.5,1.3,2.1,2,3.2,3.6,4.5,5.6,6.7,5.3,4.4,1,,,,,,,,,,,,,,,,
G5,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
G5,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
G5,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
G5,E,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
G5,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
G5,E,1,5,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,
G5,E,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
G5,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
G5,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
G5,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
G5,E,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
G5,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
G5,E,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
G5,E,7,7,1,1.5,1.2,1.2,0.8,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,
G5,F,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
G5,F,3,4,0.3,1.3,0.9,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
G5,F,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
G5,F,4,5,0.5,1.1,1.1,1.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,
G5,F,11,7,0.6,2.1,2,2.5,2.1,1.1,0.2,,,,,,,,,,,,,,,,,,,,,,
G5,F,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
G5,F,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
G5,F,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
G5,F,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
G5,F,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G5,F,3,4,0.6,1,0.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
G5,F,4,5,0.5,1.3,1.4,0.9,0.2,,,,,,,,,,,,,,,,,,,,,,,,
G5,F,2,4,0.4,0.7,0.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
G5,F,1,3,0.3,0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
G5,F,3,5,0.3,1,0.7,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,
G5,F,19,11,0.5,1.5,1.5,2,1.8,2.8,2.5,2.5,1.8,1.8,0.3,,,,,,,,,,,,,,,,,,
G5,G,127,19,2.2,7.3,12.5,13,10,8.2,7.8,7.8,7.2,6.8,9.4,9,7.5,7.2,4.1,3.8,2.1,0.8,0.2,,,,,,,,,,
G4,A,1,3,0.2,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
G4,A,86,23,0.5,1.3,2.1,3.2,4.1,5.5,7,6.2,5.6,4,6.3,4.4,4.4,5.4,5.2,4.5,5,3.7,2.6,1.7,1.6,1.1,0.3,,,,,,
G4,B,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
G4,B,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
G4,B,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
G4,B,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
G4,B,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
G4,B,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
G4,B,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
G4,B,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
G4,B,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
G4,B,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
G4,B,1,3,0.5,0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
G4,B,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
G4,B,1,3,0.2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
G4,B,1,4,0.2,0.4,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
G4,B,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
G4,B,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
G4,B,1,4,0.2,0.5,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
G4,B,1,3,0.6,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
G4,B,2,8,0.2,0.5,0.4,0.3,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,
G4,B,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
G4,B,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
G4,B,1,5,0.3,0.5,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,
G4,B,4,8,0.2,0.5,0.7,1,0.7,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,
G4,C,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
G4,C,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
G4,C,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
G4,C,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
G4,C,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
G4,C,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
G4,C,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
G4,C,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
G4,C,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
G4,C,2,5,0.2,0.5,0.5,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,
